Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00+05:30,74.58414265727376,74.58509826660156,74.58414265727376,74.58509826660156,657536,0.0,0.0
2000-01-04 00:00:00+05:30,80.19282943333664,80.55202648184013,77.58178909404884,80.45966339111328,7191808,0.0,0.0
2000-01-05 00:00:00+05:30,74.94692863849339,77.56751737949924,74.02304077148438,74.02304077148438,21069440,0.0,0.0
2000-01-06 00:00:00+05:30,72.8258414870917,73.03276579223348,68.10114288330078,68.10114288330078,10495616,0.0,0.0
2000-01-07 00:00:00+05:30,62.653038024902344,62.653038024902344,62.653038024902344,62.653038024902344,971392,0.0,0.0
2000-01-10 00:00:00+05:30,62.65303892481398,67.665091103478,57.64098674614995,65.66886138916016,30230400,0.0,0.0
2000-01-11 00:00:00+05:30,63.008656240779686,65.87268606990604,60.4155158996582,60.4155158996582,15658368,0.0,0.0
2000-01-12 00:00:00+05:30,57.04191846655012,63.719880302090175,56.163616123634206,62.42414474487305,25993472,0.0,0.0
2000-01-13 00:00:00+05:30,62.53134172109313,62.7652375794392,57.43026212135637,57.71308517456055,20038400,0.0,0.0
2000-01-14 00:00:00+05:30,58.469176864560204,58.698299281859484,53.47621752091338,58.12263107299805,16040064,0.0,0.0
2000-01-17 00:00:00+05:30,58.23528261185482,61.505050528995845,55.94405837794578,56.664363861083984,18092928,0.0,0.0
2000-01-18 00:00:00+05:30,56.038089055038824,58.0873015805848,54.05856606131341,56.97343444824219,20290944,0.0,0.0
2000-01-19 00:00:00+05:30,59.88684241214963,61.531272287088704,59.285396362099355,61.528167724609375,19994752,0.0,0.0
2000-01-20 00:00:00+05:30,63.00865471973869,64.68411212933174,60.19713217201702,60.84654998779297,19778560,0.0,0.0
2000-01-21 00:00:00+05:30,61.57668273052843,64.87031924867298,59.68164838603078,64.05979919433594,20786048,0.0,0.0
2000-01-24 00:00:00+05:30,64.9180292932165,69.16156811980984,64.9180292932165,66.24884796142578,25256320,0.0,2.0
2000-01-25 00:00:00+05:30,65.87270706565727,68.02073012214609,63.963590974594034,67.34959411621094,20469632,0.0,0.0
2000-01-26 00:00:00+05:30,67.34959411621094,67.34959411621094,67.34959411621094,67.34959411621094,0,0.0,0.0
2000-01-27 00:00:00+05:30,72.2690121693568,72.55541512379283,69.62455822339751,70.55775451660156,12953792,0.0,2.0
2000-01-28 00:00:00+05:30,70.8942943724567,73.50056186015945,70.8942943724567,72.66569519042969,17281536,0.0,0.0
2000-01-31 00:00:00+05:30,71.93969112323599,72.02083867476509,68.0398352644553,68.94391632080078,7598272,0.0,0.0
2000-02-01 00:00:00+05:30,69.21407427776353,71.12342805094322,68.25939739117369,70.81220245361328,7055424,0.0,0.0
2000-02-02 00:00:00+05:30,72.4599594121752,73.51010375148208,70.16396201578151,70.31957244873047,9491520,0.0,0.0
2000-02-03 00:00:00+05:30,70.79882553420693,71.69622165074082,70.35967424313714,71.03558349609375,6032064,0.0,0.0
2000-02-04 00:00:00+05:30,71.36210422080282,75.89681987362975,71.36210422080282,75.39036560058594,20176704,0.0,0.0
2000-02-07 00:00:00+05:30,75.4099130458811,81.42198960502068,75.4099130458811,81.11124420166016,16988608,0.0,0.0
2000-02-08 00:00:00+05:30,81.09978498709826,87.3529173198292,81.09978498709826,84.94904327392578,14902784,0.0,0.0
2000-02-09 00:00:00+05:30,89.73008975179519,89.73008975179519,82.10222064745597,83.14997863769531,10595520,0.0,0.0
2000-02-10 00:00:00+05:30,84.00200872703981,88.54627013789,84.00200872703981,87.91618347167969,18777728,0.0,0.0
2000-02-11 00:00:00+05:30,88.48899280672846,94.94976806640625,88.48899280672846,94.94976806640625,2100224,0.0,0.0
2000-02-14 00:00:00+05:30,102.54611206054688,102.54611206054688,102.54611206054688,102.54611206054688,1518912,0.0,0.0
2000-02-15 00:00:00+05:30,102.5461248259151,102.5461248259151,94.34258960188893,95.10250854492188,21339968,0.0,0.0
2000-02-16 00:00:00+05:30,95.94500695633656,98.3316986716683,91.98309870888583,95.82901000976562,12720448,0.0,0.0
2000-02-17 00:00:00+05:30,95.46769135416486,103.10510666249805,95.46769135416486,98.31549072265625,12125248,0.0,0.0
2000-02-18 00:00:00+05:30,99.46776489807057,100.24105302137833,93.31964697942603,94.17503356933594,10628288,0.0,0.0
2000-02-21 00:00:00+05:30,94.03567954324997,100.24107971615479,92.61321088823024,97.89973449707031,17751552,0.0,0.0
2000-02-22 00:00:00+05:30,98.70402616905169,98.70402616905169,93.0809802832241,93.84567260742188,12066560,0.0,0.0
2000-02-23 00:00:00+05:30,100.2410556452612,100.2410556452612,86.33810043022666,87.97298431396484,11944576,0.0,0.0
2000-02-24 00:00:00+05:30,89.64412818458165,92.11674045293167,85.80632844760595,88.75627899169922,8260480,0.0,0.0
2000-02-25 00:00:00+05:30,89.73960959885115,90.59738288267262,84.4888877606205,85.7987060546875,4929856,0.0,0.0
2000-02-28 00:00:00+05:30,84.96623695566055,84.96623695566055,78.93506614703824,81.2401351928711,7616384,0.0,0.0
